YEAR,STATE,STATE_ABR,CANDIDATE,PARTY,WRITEIN,VOTES,TOTALVOTES
1996,Maryland,MD,"Dole, Robert",republican,FALSE,681530,1780870
1996,Maryland,MD,"Perot, Ross",reform party,FALSE,115812,1780870
1996,Maryland,MD,"Browne, Harry",libertarian,FALSE,8765,1780870
1996,Maryland,MD,"Phillips, Howard",u.s. taxpayers party,FALSE,3402,1780870
1996,Maryland,MD,,,TRUE,2637,1780870
1996,Maryland,MD,"Hagelin, John",natural law,FALSE,2517,1780870
1996,Massachusetts,MA,"Clinton, Bill",democrat,FALSE,1571509,2556459
1996,Massachusetts,MA,"Dole, Robert",republican,FALSE,718058,2556459
1996,Massachusetts,MA,"Perot, Ross",reform party,FALSE,227206,2556459
1996,Massachusetts,MA,"Browne, Harry",libertarian,FALSE,20424,2556459
1996,Massachusetts,MA,Other,,FALSE,6180,2556459
1996,Massachusetts,MA,"Hagelin, John",natural law,FALSE,5183,2556459
1996,Massachusetts,MA,,,TRUE,4623,2556459
1996,Massachusetts,MA,"Moorehead, Monica",workers world,FALSE,3276,2556459
1996,Michigan,MI,"Clinton, Bill",democrat,FALSE,1989653,3848844
1996,Michigan,MI,"Dole, Robert",republican,FALSE,1481212,3848844
1996,Michigan,MI,"Perot, Ross",reform party,FALSE,336670,3848844
1996,Michigan,MI,"Browne, Harry",libertarian,FALSE,27670,3848844
1996,Michigan,MI,,,TRUE,4678,3848844
1996,Michigan,MI,"Hagelin, John",natural law,FALSE,4254,3848844
1996,Michigan,MI,"Moorehead, Monica",workers world,FALSE,3153,3848844
1996,Michigan,MI,"White, Jerome """"Jerry""""",socialist equality party,FALSE,1554,3848844
1996,Minnesota,MN,"Clinton, Bill",democrat,FALSE,1120380,2192492
1996,Minnesota,MN,"Dole, Robert",republican,FALSE,766395,2192492
1996,Minnesota,MN,"Perot, Ross",reform party,FALSE,257698,2192492
1996,Minnesota,MN,"Nader, Ralph",green,FALSE,24906,2192492
1996,Minnesota,MN,"Browne, Harry",libertarian,FALSE,8271,2192492
1996,Minnesota,MN,"Peron, Dennis",grassroots,FALSE,4898,2192492
1996,Minnesota,MN,"Phillips, Howard",u.s. taxpayers party,FALSE,3415,2192492
1996,Minnesota,MN,,,TRUE,2903,2192492
1996,Minnesota,MN,"Hagelin, John",natural law,FALSE,1808,2192492
1996,Minnesota,MN,"Birrenback, John",independent grassroots,FALSE,787,2192492
1996,Minnesota,MN,"Harris, James",socialist workers,FALSE,684,2192492
1996,Minnesota,MN,"White, Jerome """"Jerry""""",socialist equality party,FALSE,347,2192492
1996,Mississippi,MS,"Dole, Robert",republican,FALSE,439838,893857
1996,Mississippi,MS,"Clinton, Bill",democrat,FALSE,394022,893857
1996,Mississippi,MS,,independent,FALSE,53427,893857
1996,Mississippi,MS,"Browne, Harry",libertarian,FALSE,2809,893857
1996,Mississippi,MS,"Phillips, Howard",u.s. taxpayers party,FALSE,2314,893857
1996,Mississippi,MS,"Hagelin, John",natural law,FALSE,1447,893857
1996,Missouri,MO,"Clinton, Bill",democrat,FALSE,1025935,2158065
1996,Missouri,MO,"Dole, Robert",republican,FALSE,890016,2158065
1996,Missouri,MO,"Perot, Ross",reform party,FALSE,217188,2158065
1996,Missouri,MO,"Phillips, Howard",u.s. taxpayers party,FALSE,11521,2158065
1996,Missouri,MO,"Browne, Harry",libertarian,FALSE,10522,2158065
1996,Missouri,MO,"Hagelin, John",natural law,FALSE,2287,2158065
1996,Missouri,MO,,independent,FALSE,596,2158065
1996,Montana,MT,"Dole, Robert",republican,FALSE,179652,407083
1996,Montana,MT,"Clinton, Bill",democrat,FALSE,167922,407083
1996,Montana,MT,"Perot, Ross",reform party,FALSE,55229,407083
1996,Montana,MT,"Browne, Harry",libertarian,FALSE,2526,407083
1996,Montana,MT,"Hagelin, John",natural law,FALSE,1754,407083
1996,Nebraska,NE,"Dole, Robert",republican,FALSE,363467,677415
1996,Nebraska,NE,"Clinton, Bill",democrat,FALSE,236761,677415
1996,Nebraska,NE,"Perot, Ross",reform party,FALSE,71278,677415
1996,Nebraska,NE,"Browne, Harry",libertarian,FALSE,2792,677415
1996,Nebraska,NE,"Phillips, Howard",u.s. taxpayers party,FALSE,1928,677415
1996,Nebraska,NE,"Hagelin, John",natural law,FALSE,1189,677415
1996,Nevada,NV,"Clinton, Bill",democrat,FALSE,203974,464279
1996,Nevada,NV,"Dole, Robert",republican,FALSE,199244,464279
1996,Nevada,NV,"Perot, Ross",reform party,FALSE,43986,464279
1996,Nevada,NV,None Of The Above,,FALSE,5608,464279
1996,Nevada,NV,"Nader, Ralph",green,FALSE,4730,464279
1996,Nevada,NV,"Browne, Harry",libertarian,FALSE,4460,464279
1996,Nevada,NV,"Phillips, Howard",independent american,FALSE,1732,464279
1996,Nevada,NV,"Hagelin, John",natural law,FALSE,545,464279
1996,New Hampshire,NH,"Clinton, Bill",democrat,FALSE,246166,496597
1996,New Hampshire,NH,"Dole, Robert",republican,FALSE,196486,496597
1996,New Hampshire,NH,"Perot, Ross",reform party,FALSE,48387,496597
1996,New Hampshire,NH,"Browne, Harry",libertarian,FALSE,4214,496597
1996,New Hampshire,NH,"Phillips, Howard",u.s. taxpayers party,FALSE,1344,496597
1996,New Jersey,NJ,"Clinton, Bill",democrat,FALSE,1652361,3075860
1996,New Jersey,NJ,"Dole, Robert",republican,FALSE,1103099,3075860
1996,New Jersey,NJ,,independent,FALSE,320400,3075860
1996,New Mexico,NM,"Clinton, Bill",democrat,FALSE,273495,556074
1996,New Mexico,NM,"Dole, Robert",republican,FALSE,232751,556074
1996,New Mexico,NM,"Perot, Ross",reform party,FALSE,32257,556074
1996,New Mexico,NM,"Nader, Ralph",green,FALSE,13218,556074
1996,New Mexico,NM,"Browne, Harry",libertarian,FALSE,2996,556074
1996,New Mexico,NM,"Phillips, Howard",u.s. taxpayers party,FALSE,713,556074
1996,New Mexico,NM,"Hagelin, John",natural law,FALSE,644,556074
1996,New York,NY,"Clinton, Bill",democrat,FALSE,3649630,6439129
1996,New York,NY,"Dole, Robert",republican,FALSE,1738707,6439129
1996,New York,NY,"Perot, Ross",independence,FALSE,503458,6439129
1996,New York,NY,"Dole, Robert",conservative,FALSE,183392,6439129
1996,New York,NY,Blank Vote/Scattering,,FALSE,123000,6439129
1996,New York,NY,"Clinton, Bill",liberal party,FALSE,106547,6439129
1996,New York,NY,"Nader, Ralph",green,FALSE,75956,6439129
1996,New York,NY,"Phillips, Howard",right-to-life,FALSE,23580,6439129
1996,New York,NY,"Browne, Harry",libertarian,FALSE,12220,6439129
1996,New York,NY,"Dole, Robert",freedom,FALSE,11393,6439129
1996,New York,NY,"Hagelin, John",natural law,FALSE,5011,6439129
1996,New York,NY,"Moorehead, Monica",workers world,FALSE,3473,6439129
1996,New York,NY,"Harris, James",socialist workers,FALSE,2762,6439129
1996,North Carolina,NC,"Dole, Robert",republican,FALSE,1225938,2515807
1996,North Carolina,NC,"Clinton, Bill",democrat,FALSE,1107849,2515807
1996,North Carolina,NC,"Perot, Ross",reform party,FALSE,168059,2515807
1996,North Carolina,NC,"Browne, Harry",libertarian,FALSE,8740,2515807
1996,North Carolina,NC,"Hagelin, John",natural law,FALSE,2771,2515807
1996,North Carolina,NC,,,TRUE,2450,2515807
1996,North Dakota,ND,"Dole, Robert",republican,FALSE,125050,266411
1996,North Dakota,ND,"Clinton, Bill",democrat,FALSE,106905,266411
1996,North Dakota,ND,"Perot, Ross",reform party,FALSE,32515,266411
1996,North Dakota,ND,"Browne, Harry",libertarian,FALSE,847,266411
1996,North Dakota,ND,"Phillips, Howard",independent nomination,FALSE,745,266411
1996,North Dakota,ND,"Hagelin, John",natural law,FALSE,349,266411
1996,Ohio,OH,"Clinton, Bill",democrat,FALSE,2148222,4534434
1996,Ohio,OH,"Dole, Robert",republican,FALSE,1859883,4534434
1996,Ohio,OH,"Perot, Ross",reform party,FALSE,483207,4534434
1996,Ohio,OH,"Browne, Harry",libertarian,FALSE,12851,4534434
1996,Ohio,OH,"Moorehead, Monica",workers world,FALSE,10813,4534434
1996,Ohio,OH,"Hagelin, John",natural law,FALSE,9120,4534434
1996,Ohio,OH,"Phillips, Howard",u.s. taxpayers party,FALSE,7361,4534434
1996,Ohio,OH,"Nader, Ralph",green,FALSE,2962,4534434
1996,Ohio,OH,Other,,FALSE,15,4534434
1996,Oklahoma,OK,"Dole, Robert",republican,FALSE,582315,1206713
1996,Oklahoma,OK,"Clinton, Bill",democrat,FALSE,488105,1206713
1996,Oklahoma,OK,"Perot, Ross",reform party,FALSE,130788,1206713
1996,Oklahoma,OK,"Browne, Harry",libertarian,FALSE,5505,1206713
1996,Oregon,OR,"Clinton, Bill",democrat,FALSE,649641,1377760
1996,Oregon,OR,"Dole, Robert",republican,FALSE,538152,1377760
1996,Oregon,OR,"Perot, Ross",reform party,FALSE,121221,1377760
1996,Oregon,OR,"Nader, Ralph",green,FALSE,49415,1377760
1996,Oregon,OR,"Browne, Harry",libertarian,FALSE,8903,1377760
1996,Oregon,OR,"Phillips, Howard",u.s. taxpayers party,FALSE,3379,1377760
1996,Oregon,OR,"Hagelin, John",natural law,FALSE,2798,1377760
1996,Oregon,OR,Other,,FALSE,2329,1377760
1996,Oregon,OR,"Hollis, Mary Cal",socialist,FALSE,1922,1377760
1996,Pennsylvania,PA,"Clinton, Bill",democrat,FALSE,2215819,4501307
1996,Pennsylvania,PA,"Dole, Robert",republican,FALSE,1801169,4501307
1996,Pennsylvania,PA,"Perot, Ross",reform party,FALSE,430984,4501307
1996,Pennsylvania,PA,"Browne, Harry",libertarian,FALSE,28000,4501307
1996,Pennsylvania,PA,"Phillips, Howard",constitution party,FALSE,19552,4501307
1996,Pennsylvania,PA,"Hagelin, John",natural law,FALSE,5783,4501307
1996,Rhode Island,RI,"Clinton, Bill",democrat,FALSE,233050,390247
1996,Rhode Island,RI,"Dole, Robert",republican,FALSE,104683,390247
1996,Rhode Island,RI,"Perot, Ross",reform party,FALSE,43723,390247
1996,Rhode Island,RI,"Nader, Ralph",green,FALSE,6040,390247
1996,Rhode Island,RI,"Browne, Harry",libertarian,FALSE,1109,390247
1996,Rhode Island,RI,"Phillips, Howard",u.s. taxpayers party,FALSE,1021,390247
1996,Rhode Island,RI,"Hagelin, John",natural law,FALSE,435,390247
1996,Rhode Island,RI,"Moorehead, Monica",workers world,FALSE,186,390247
1996,South Carolina,SC,"Dole, Robert",republican,FALSE,573339,1150182
1996,South Carolina,SC,"Clinton, Bill",democrat,FALSE,506152,1150182
1996,South Carolina,SC,"Perot, Ross",patriot party,FALSE,36913,1150182
1996,South Carolina,SC,"Perot, Ross",reform party,FALSE,27464,1150182
1996,South Carolina,SC,"Browne, Harry",libertarian,FALSE,4271,1150182
1996,South Carolina,SC,"Phillips, Howard",u.s. taxpayers party,FALSE,2043,1150182
1996,South Dakota,SD,"Dole, Robert",republican,FALSE,150543,323826
1996,South Dakota,SD,"Clinton, Bill",democrat,FALSE,139333,323826
1996,South Dakota,SD,,independent,FALSE,32478,323826
1996,South Dakota,SD,"Browne, Harry",libertarian,FALSE,1472,323826
1996,Tennessee,TN,"Clinton, Bill",democrat,FALSE,909146,1894105
1996,Tennessee,TN,"Dole, Robert",republican,FALSE,863530,1894105
1996,Tennessee,TN,,independent,FALSE,121239,1894105
1996,Tennessee,TN,,,TRUE,190,1894105
1996,Texas,TX,"Dole, Robert",republican,FALSE,2736167,5611644
1996,Texas,TX,"Clinton, Bill",democrat,FALSE,2459683,5611644
1996,Texas,TX,"Perot, Ross",independent,FALSE,378537,5611644
1996,Texas,TX,"Browne, Harry",libertarian,FALSE,20256,5611644
1996,Texas,TX,"Phillips, Howard",u.s. taxpayers party,FALSE,7472,5611644
1996,Texas,TX,,,TRUE,5107,5611644
1996,Texas,TX,"Hagelin, John",natural law,FALSE,4422,5611644
1996,Utah,UT,"Dole, Robert",republican,FALSE,361911,665629
1996,Utah,UT,"Clinton, Bill",democrat,FALSE,221633,665629
1996,Utah,UT,"Perot, Ross",reform party,FALSE,66461,665629
1996,Utah,UT,"Nader, Ralph",green,FALSE,4615,665629
1996,Utah,UT,"Browne, Harry",libertarian,FALSE,4129,665629
1996,Utah,UT,"Phillips, Howard",u.s. taxpayers party,FALSE,2601,665629
1996,Utah,UT,"Templin, Diane",independent american,FALSE,1290,665629
1996,Utah,UT,"Crane, Peter",independent,FALSE,1101,665629
1996,Utah,UT,"Hagelin, John",natural law,FALSE,1085,665629
1996,Utah,UT,"Moorehead, Monica",workers world,FALSE,298,665629
1996,Utah,UT,"Harris, James",socialist workers,FALSE,235,665629
1996,Utah,UT,,,TRUE,159,665629
1996,Utah,UT,"Dodge, Earl",prohibition,FALSE,111,665629
1996,Vermont,VT,"Clinton, Bill",democrat,FALSE,137894,258449
1996,Vermont,VT,"Dole, Robert",republican,FALSE,80352,258449
1996,Vermont,VT,"Perot, Ross",reform party,FALSE,31024,258449
1996,Vermont,VT,"Nader, Ralph",green,FALSE,5585,258449
1996,Vermont,VT,"Browne, Harry",libertarian,FALSE,1183,258449
1996,Vermont,VT,,,TRUE,560,258449
1996,Vermont,VT,"Hagelin, John",natural law,FALSE,498,258449
1996,Vermont,VT,"Peron, Dennis",grassroots,FALSE,480,258449
1996,Vermont,VT,"Phillips, Howard",u.s. taxpayers party,FALSE,382,258449
1996,Vermont,VT,"Hollis, Mary Cal",liberty union party,FALSE,292,258449
1996,Vermont,VT,"Harris, James",socialist workers,FALSE,199,258449
1996,Virginia,VA,"Dole, Robert",republican,FALSE,1138350,2416642
1996,Virginia,VA,"Clinton, Bill",democrat,FALSE,1091060,2416642
1996,Virginia,VA,"Perot, Ross",reform party,FALSE,159861,2416642
1996,Virginia,VA,"Phillips, Howard",u.s. taxpayers party,FALSE,13687,2416642
1996,Virginia,VA,"Browne, Harry",libertarian,FALSE,9174,2416642
1996,Virginia,VA,"Hagelin, John",natural law,FALSE,4510,2416642
1996,Washington,WA,"Clinton, Bill",democrat,FALSE,1123323,2253837
1996,Washington,WA,"Dole, Robert",republican,FALSE,840712,2253837
1996,Washington,WA,"Perot, Ross",reform party,FALSE,201003,2253837
1996,Washington,WA,,independent,FALSE,62696,2253837
1996,Washington,WA,"Browne, Harry",libertarian,FALSE,12522,2253837
1996,Washington,WA,"Hagelin, John",natural law,FALSE,6076,2253837
1996,Washington,WA,"Phillips, Howard",u.s. taxpayers party,FALSE,4578,2253837
1996,Washington,WA,"Moorehead, Monica",workers world,FALSE,2189,2253837
1996,Washington,WA,"Harris, James",socialist workers,FALSE,738,2253837
1996,West Virginia,WV,"Clinton, Bill",democrat,FALSE,327812,636459
1996,West Virginia,WV,"Dole, Robert",republican,FALSE,233946,636459
1996,West Virginia,WV,"Perot, Ross",reform party,FALSE,71639,636459
1996,West Virginia,WV,"Browne, Harry",libertarian,FALSE,3062,636459
1996,Wisconsin,WI,"Clinton, Bill",democrat,FALSE,1071971,2196169
1996,Wisconsin,WI,"Dole, Robert",republican,FALSE,845029,2196169
1996,Wisconsin,WI,"Perot, Ross",reform party,FALSE,227339,2196169
1996,Wisconsin,WI,,independent,FALSE,32766,2196169
1996,Wisconsin,WI,"Phillips, Howard",u.s. taxpayers party,FALSE,8811,2196169
1996,Wisconsin,WI,"Browne, Harry",libertarian,FALSE,7929,2196169
1996,Wisconsin,WI,Scattering,,FALSE,2324,2196169
1996,Wyoming,WY,"Dole, Robert",republican,FALSE,105388,211571
1996,Wyoming,WY,"Clinton, Bill",democrat,FALSE,77934,211571
1996,Wyoming,WY,"Perot, Ross",independent,FALSE,25928,211571
1996,Wyoming,WY,"Browne, Harry",libertarian,FALSE,1739,211571
1996,Wyoming,WY,"Hagelin, John",natural law,FALSE,582,211571
2000,Alabama,AL,"Bush, George W.",republican,FALSE,941173,1666272
2000,Alabama,AL,"Gore, Al",democrat,FALSE,692611,1666272
2000,Alabama,AL,,independent,FALSE,25896,1666272
2000,Alabama,AL,"Browne, Harry",libertarian,FALSE,5893,1666272
2000,Alabama,AL,,,TRUE,699,1666272
2000,Alaska,AK,"Bush, George W.",republican,FALSE,167398,285560
2000,Alaska,AK,"Gore, Al",democrat,FALSE,79004,285560
2000,Alaska,AK,"Nader, Ralph",green,FALSE,28747,285560
2000,Alaska,AK,"Buchanan, Patrick """"Pat""""",reform party,FALSE,5192,285560
2000,Alaska,AK,"Browne, Harry",libertarian,FALSE,2636,285560
2000,Alaska,AK,,,TRUE,1068,285560
2000,Alaska,AK,"Hagelin, John",natural law,FALSE,919,285560
2000,Alaska,AK,"Phillips, Howard",constitution party,FALSE,596,285560
2000,Arizona,AZ,"Bush, George W.",republican,FALSE,781652,1532016
2000,Arizona,AZ,"Gore, Al",democrat,FALSE,685341,1532016
2000,Arizona,AZ,"Nader, Ralph",green,FALSE,45645,1532016
2000,Arizona,AZ,"Buchanan, Patrick """"Pat""""",reform party,FALSE,12373,1532016
2000,Arizona,AZ,"L. Neil, Smith",libertarian,FALSE,5775,1532016
2000,Arizona,AZ,"Hagelin, John",natural law,FALSE,1120,1532016
2000,Arizona,AZ,,,TRUE,110,1532016
2000,Arkansas,AR,"Bush, George W.",republican,FALSE,472940,921781
2000,Arkansas,AR,"Gore, Al",democrat,FALSE,422768,921781
2000,Arkansas,AR,"Nader, Ralph",green,FALSE,13421,921781
2000,Arkansas,AR,"Buchanan, Patrick """"Pat""""",reform party,FALSE,7358,921781
2000,Arkansas,AR,"Browne, Harry",libertarian,FALSE,2781,921781
2000,Arkansas,AR,"Phillips, Howard",constitution party,FALSE,1415,921781
2000,Arkansas,AR,"Hagelin, John",natural law,FALSE,1098,921781
2000,California,CA,"Gore, Al",democrat,FALSE,5861203,10965822
2000,California,CA,"Bush, George W.",republican,FALSE,4567429,10965822
2000,California,CA,"Nader, Ralph",green,FALSE,418707,10965822
2000,California,CA,"Browne, Harry",libertarian,FALSE,45520,10965822
2000,California,CA,"Buchanan, Patrick """"Pat""""",reform party,FALSE,44987,10965822
2000,California,CA,"Phillips, Howard",american independent party,FALSE,17042,10965822
2000,California,CA,"Hagelin, John",natural law,FALSE,10934,10965822
2000,Colorado,CO,"Bush, George W.",republican,FALSE,883748,1741368
2000,Colorado,CO,"Gore, Al",democrat,FALSE,738227,1741368
2000,Colorado,CO,"Nader, Ralph",green,FALSE,91434,1741368
2000,Colorado,CO,"Browne, Harry",libertarian,FALSE,12799,1741368
2000,Colorado,CO,"Hagelin, John",freedom,FALSE,10465,1741368
2000,Colorado,CO,"Hagelin, John",natural law,FALSE,2240,1741368
2000,Colorado,CO,"Phillips, Howard",constitution party,FALSE,1319,1741368
2000,Colorado,CO,"McReynolds, David",socialist,FALSE,712,1741368
2000,Colorado,CO,"Harris, James",socialist workers,FALSE,216,1741368
2000,Colorado,CO,"Dodge, Earl",prohibition,FALSE,208,1741368
2000,Connecticut,CT,"Gore, Al",democrat,FALSE,816015,1459525
2000,Connecticut,CT,"Bush, George W.",republican,FALSE,561094,1459525
2000,Connecticut,CT,"Nader, Ralph",green,FALSE,64452,1459525
2000,Connecticut,CT,"Phillips, Howard",concerned citizens,FALSE,9695,1459525
2000,Connecticut,CT,"Buchanan, Patrick """"Pat""""",reform party,FALSE,4731,1459525
2000,Connecticut,CT,"Browne, Harry",libertarian,FALSE,3484,1459525
2000,Connecticut,CT,,,TRUE,54,1459525
2000,Delaware,DE,"Gore, Al",democrat,FALSE,180068,327529
2000,Delaware,DE,"Bush, George W.",republican,FALSE,137288,327529
2000,Delaware,DE,"Nader, Ralph",green,FALSE,8307,327529
2000,Delaware,DE,"Buchanan, Patrick """"Pat""""",reform party,FALSE,777,327529
2000,Delaware,DE,"Browne, Harry",libertarian,FALSE,774,327529
2000,Delaware,DE,"Phillips, Howard",constitution party,FALSE,208,327529
2000,Delaware,DE,"Hagelin, John",natural law,FALSE,107,327529
2000,District of Columbia,DC,"Gore, Al",democrat,FALSE,171923,201894
2000,District of Columbia,DC,"Bush, George W.",republican,FALSE,18073,201894
2000,District of Columbia,DC,"Nader, Ralph",green,FALSE,10576,201894
2000,District of Columbia,DC,"Browne, Harry",libertarian,FALSE,669,201894
2000,District of Columbia,DC,,,TRUE,539,201894
2000,District of Columbia,DC,"Harris, James",socialist workers,FALSE,114,201894
2000,Florida,FL,"Bush, George W.",republican,FALSE,2912790,5963110
2000,Florida,FL,"Gore, Al",democrat,FALSE,2912253,5963110
2000,Florida,FL,"Nader, Ralph",green,FALSE,97488,5963110
2000,Florida,FL,"Buchanan, Patrick """"Pat""""",reform party,FALSE,17484,5963110
2000,Florida,FL,"Browne, Harry",libertarian,FALSE,16415,5963110
2000,Florida,FL,"Hagelin, John",natural law,FALSE,2281,5963110
2000,Florida,FL,"Moorehead, Monica",workers world,FALSE,1804,5963110
2000,Florida,FL,"Phillips, Howard",constitution party,FALSE,1371,5963110
2000,Florida,FL,"McReynolds, David",socialist,FALSE,622,5963110
2000,Florida,FL,"Harris, James",socialist workers,FALSE,562,5963110
2000,Florida,FL,,,TRUE,40,5963110
2000,Georgia,GA,"Bush, George W.",republican,FALSE,1419720,2583208
2000,Georgia,GA,"Gore, Al",democrat,FALSE,1116230,2583208
2000,Georgia,GA,"Browne, Harry",libertarian,FALSE,36332,2583208
2000,Georgia,GA,"Buchanan, Patrick """"Pat""""",independent,FALSE,10926,2583208
2000,Hawaii,HI,"Gore, Al",democrat,FALSE,205286,367951
2000,Hawaii,HI,"Bush, George W.",republican,FALSE,137845,367951
2000,Hawaii,HI,"Nader, Ralph",green,FALSE,21623,367951
2000,Hawaii,HI,"Browne, Harry",libertarian,FALSE,1477,367951
2000,Hawaii,HI,"Buchanan, Patrick """"Pat""""",reform party,FALSE,1071,367951
2000,Hawaii,HI,"Phillips, Howard",constitution party,FALSE,343,367951
2000,Hawaii,HI,"Hagelin, John",natural law,FALSE,306,367951
2000,Idaho,ID,"Bush, George W.",republican,FALSE,336937,501615
2000,Idaho,ID,"Gore, Al",democrat,FALSE,138637,501615
2000,Idaho,ID,"Nader, Ralph",green,TRUE,12292,501615
2000,Idaho,ID,"Buchanan, Patrick """"Pat""""",reform party,FALSE,7615,501615
2000,Idaho,ID,"Browne, Harry",libertarian,FALSE,3488,501615
2000,Idaho,ID,"Phillips, Howard",constitution party,FALSE,1469,501615
2000,Idaho,ID,"Hagelin, John",natural law,FALSE,1177,501615
2000,Illinois,IL,"Gore, Al",democrat,FALSE,2589026,4742108
2000,Illinois,IL,"Bush, George W.",republican,FALSE,2019421,4742108
2000,Illinois,IL,"Nader, Ralph",green,FALSE,103759,4742108
2000,Illinois,IL,,independent,FALSE,16106,4742108
2000,Illinois,IL,"Browne, Harry",libertarian,FALSE,11623,4742108
2000,Illinois,IL,"Buchanan, Patrick """"Pat""""",reform party,FALSE,2127,4742108
2000,Illinois,IL,,,TRUE,46,4742108
2000,Indiana,IN,"Bush, George W.",republican,FALSE,1245836,2199302
2000,Indiana,IN,"Gore, Al",democrat,FALSE,901980,2199302
2000,Indiana,IN,,,TRUE,18997,2199302
2000,Indiana,IN,"Buchanan, Patrick """"Pat""""",independent,FALSE,16959,2199302
2000,Indiana,IN,"Browne, Harry",libertarian,FALSE,15530,2199302
2000,Iowa,IA,"Gore, Al",democrat,FALSE,638517,1353022
2000,Iowa,IA,"Bush, George W.",republican,FALSE,634373,1353022
2000,Iowa,IA,,independent,FALSE,37459,1353022
2000,Iowa,IA,"Nader, Ralph",green,FALSE,29374,1353022
2000,Iowa,IA,"Buchanan, Patrick """"Pat""""",reform party,FALSE,5731,1353022
2000,Iowa,IA,"Browne, Harry",libertarian,FALSE,3209,1353022
2000,Iowa,IA,"Hagelin, John",nominated by petition,FALSE,2281,1353022
2000,Iowa,IA,Scattering,,FALSE,1168,1353022
2000,Iowa,IA,"Phillips, Howard",constitution party,FALSE,613,1353022
2000,Iowa,IA,"Harris, James",socialist workers,FALSE,190,1353022
2000,Iowa,IA,"McReynolds, David",socialist,FALSE,107,1353022
2000,Kansas,KS,"Bush, George W.",republican,FALSE,622332,1072216
2000,Kansas,KS,"Gore, Al",democrat,FALSE,399276,1072216
2000,Kansas,KS,,independent,FALSE,37459,1072216
2000,Kansas,KS,"Buchanan, Patrick """"Pat""""",reform party,FALSE,7370,1072216
2000,Kansas,KS,"Browne, Harry",libertarian,FALSE,4525,1072216
2000,Kansas,KS,"Phillips, Howard",constitution party,FALSE,1254,1072216
2000,Kentucky,KY,"Bush, George W.",republican,FALSE,872520,1544106
2000,Kentucky,KY,"Gore, Al",democrat,FALSE,638923,1544106
2000,Kentucky,KY,"Nader, Ralph",green,FALSE,23118,1544106
2000,Kentucky,KY,"Buchanan, Patrick """"Pat""""",reform party,FALSE,4152,1544106
2000,Kentucky,KY,"Browne, Harry",libertarian,FALSE,2885,1544106
2000,Kentucky,KY,"Hagelin, John",natural law,FALSE,1513,1544106
2000,Kentucky,KY,,constitution party,FALSE,915,1544106
2000,Kentucky,KY,,,TRUE,80,1544106
2000,Louisiana,LA,"Bush, George W.",republican,FALSE,927871,1765656
2000,Louisiana,LA,"Gore, Al",democrat,FALSE,792344,1765656
2000,Louisiana,LA,"Nader, Ralph",green,FALSE,20473,1765656
2000,Louisiana,LA,"Buchanan, Patrick """"Pat""""",reform party,FALSE,14356,1765656
2000,Louisiana,LA,"Phillips, Howard",constitution party,FALSE,5483,1765656
2000,Louisiana,LA,"Browne, Harry",libertarian,FALSE,2951,1765656
2000,Louisiana,LA,"Harris, James",socialist workers,FALSE,1103,1765656
2000,Louisiana,LA,"Hagelin, John",natural law,FALSE,1075,1765656
2000,Maine,ME,"Gore, Al",democrat,FALSE,319951,651817
2000,Maine,ME,"Bush, George W.",republican,FALSE,286616,651817
2000,Maine,ME,"Nader, Ralph",green,FALSE,37127,651817
2000,Maine,ME,"Buchanan, Patrick """"Pat""""",reform party,FALSE,4443,651817
2000,Maine,ME,"Browne, Harry",libertarian,FALSE,3074,651817
2000,Maine,ME,"Phillips, Howard",constitution party,FALSE,579,651817
2000,Maine,ME,Other,,FALSE,27,651817
2000,Maryland,MD,"Gore, Al",democrat,FALSE,1144008,2025212
2000,Maryland,MD,"Bush, George W.",republican,FALSE,813827,2025212
2000,Maryland,MD,"Nader, Ralph",green,FALSE,53768,2025212
2000,Maryland,MD,"Browne, Harry",libertarian,FALSE,5310,2025212
2000,Maryland,MD,"Buchanan, Patrick """"Pat""""",reform party,FALSE,4248,2025212
2000,Maryland,MD,,,TRUE,1656,2025212
2000,Maryland,MD,Other,,FALSE,1477,2025212
2000,Maryland,MD,"Phillips, Howard",constitution party,FALSE,918,2025212
2000,Massachusetts,MA,"Gore, Al",democrat,FALSE,1616487,2733964
2000,Massachusetts,MA,"Bush, George W.",republican,FALSE,878502,2733964
2000,Massachusetts,MA,"Nader, Ralph",green,FALSE,173564,2733964
2000,Massachusetts,MA,Blank Vote/Scattering,,FALSE,31022,2733964
2000,Massachusetts,MA,"Browne, Harry",libertarian,FALSE,16366,2733964
2000,Massachusetts,MA,"Buchanan, Patrick """"Pat""""",reform party,FALSE,11149,2733964
2000,Massachusetts,MA,Other,,FALSE,3990,2733964
2000,Massachusetts,MA,"Hagelin, John",unenrolled,FALSE,2884,2733964
2000,Michigan,MI,"Gore, Al",democrat,FALSE,2170418,4232501
2000,Michigan,MI,"Bush, George W.",republican,FALSE,1953139,4232501
2000,Michigan,MI,"Nader, Ralph",green,FALSE,84165,4232501
2000,Michigan,MI,"Browne, Harry",libertarian,FALSE,16711,4232501
2000,Michigan,MI,"Phillips, Howard",u.s. taxpayers party,FALSE,3791,4232501
2000,Michigan,MI,"Hagelin, John",natural law,FALSE,2426,4232501
2000,Michigan,MI,,,TRUE,1851,4232501
2000,Minnesota,MN,"Gore, Al",democratic-farmer-labor,FALSE,1168266,2438685
